 65500| 1.30e+03  2.51e-02  2.22e+04 -1.11e+09  8.09e-05  2.51e+03 
 65750| 1.32e+03  1.22e-04  3.12e+03 -1.12e+09  8.09e-05  2.52e+03 
 66000| 1.32e+03  1.22e-04  3.12e+03 -1.12e+09  8.09e-05  2.53e+03 
 66250| 1.31e+03  1.22e-04  3.11e+03 -1.11e+09  8.09e-05  2.54e+03 
 66500| 1.31e+03  1.21e-04  3.10e+03 -1.11e+09  8.09e-05  2.55e+03 
 66750| 1.31e+03  1.21e-04  3.10e+03 -1.11e+09  8.09e-05  2.56e+03 
 67000| 1.31e+03  1.21e-04  3.09e+03 -1.11e+09  8.09e-05  2.57e+03 
 67250| 1.31e+03  1.20e-04  3.06e+03 -1.11e+09  8.09e-05  2.58e+03 
 67500| 1.30e+03  1.20e-04  3.06e+03 -1.11e+09  8.09e-05  2.60e+03 
 67750| 1.30e+03  1.19e-04  3.05e+03 -1.11e+09  8.09e-05  2.61e+03 
 68000| 1.30e+03  1.19e-04  3.03e+03 -1.11e+09  8.09e-05  2.62e+03 
 68250| 2.56e+05  2.93e+01  6.03e+03 -1.06e+09  8.09e-05  2.63e+03 
 68500| 1.30e+03  1.18e-04  3.00e+03 -1.11e+09  8.09e-05  2.64e+03 
 68750| 1.30e+03  1.17e-04  3.00e+03 -1.11e+09  8.09e-05  2.64e+03 
 69000| 1.29e+03  1.17e-04  2.99e+03 -1.11e+09  8.09e-05  2.65e+03 
 69250| 1.29e+03  1.17e-04  2.98e+03 -1.11e+09  8.09e-05  2.66e+03 
 69500| 1.29e+03  1.17e-04  2.98e+03 -1.11e+09  8.09e-05  2.67e+03 
 69750| 1.29e+03  1.16e-04  2.96e+03 -1.11e+09  8.09e-05  2.68e+03 
 70000| 1.29e+03  1.16e-04  2.97e+03 -1.10e+09  8.09e-05  2.68e+03 
 70250| 1.28e+03  1.16e-04  2.96e+03 -1.10e+09  8.09e-05  2.69e+03 
 70500| 1.28e+03  1.16e-04  2.95e+03 -1.10e+09  8.09e-05  2.70e+03 
 70750| 1.28e+03  1.15e-04  2.94e+03 -1.10e+09  8.09e-05  2.70e+03 
 71000| 1.89e+06  2.16e+02  4.62e+04 -9.78e+08  8.09e-05  2.71e+03 
 71250| 1.28e+03  1.14e-04  2.92e+03 -1.10e+09  8.09e-05  2.72e+03 
 71500| 1.28e+03  1.14e-04  2.90e+03 -1.10e+09  8.09e-05  2.74e+03 
 71750| 1.27e+03  1.14e-04  2.90e+03 -1.10e+09  8.09e-05  2.74e+03 
 72000| 1.27e+03  1.13e-04  2.89e+03 -1.10e+09  8.09e-05  2.75e+03 
 72250| 1.27e+03  1.13e-04  2.88e+03 -1.10e+09  8.09e-05  2.76e+03 
 72500| 1.27e+03  1.13e-04  2.86e+03 -1.10e+09  8.09e-05  2.77e+03 
 72750| 1.27e+03  1.12e-04  2.85e+03 -1.10e+09  8.09e-05  2.79e+03 
 73000| 1.27e+03  1.12e-04  2.85e+03 -1.10e+09  8.09e-05  2.80e+03 
 73250| 1.26e+03  1.12e-04  2.83e+03 -1.10e+09  8.09e-05  2.82e+03 
 73500| 1.26e+03  1.12e-04  2.84e+03 -1.10e+09  8.09e-05  2.83e+03 
 73750| 1.68e+04  1.92e+00  2.04e+04 -1.07e+09  8.09e-05  2.85e+03 
 74000| 1.26e+03  1.10e-04  2.81e+03 -1.09e+09  8.09e-05  2.87e+03 
 74250| 1.26e+03  1.11e-04  2.82e+03 -1.09e+09  8.09e-05  2.88e+03 
 74500| 1.26e+03  1.10e-04  2.81e+03 -1.09e+09  8.09e-05  2.90e+03 
 74750| 1.25e+03  1.10e-04  2.77e+03 -1.09e+09  8.09e-05  2.92e+03 
 75000| 1.25e+03  1.09e-04  2.77e+03 -1.09e+09  8.09e-05  2.93e+03 
 75250| 1.25e+03  1.10e-04  2.78e+03 -1.09e+09  8.09e-05  2.95e+03 
 75500| 1.25e+03  1.09e-04  2.76e+03 -1.09e+09  8.09e-05  2.96e+03 
 75750| 1.25e+03  1.09e-04  2.76e+03 -1.09e+09  8.09e-05  2.97e+03 
 76000| 1.25e+03  1.08e-04  2.76e+03 -1.09e+09  8.09e-05  2.98e+03 
 76250| 1.24e+03  1.08e-04  2.74e+03 -1.09e+09  8.09e-05  2.99e+03 
 76500| 2.84e+09  2.30e+05  5.01e+08 -6.11e+09  8.09e-05  3.01e+03 
 76750| 1.24e+03  1.07e-04  2.72e+03 -1.09e+09  8.09e-05  3.02e+03 
 77000| 1.24e+03  1.08e-04  2.71e+03 -1.09e+09  8.09e-05  3.03e+03 
 77250| 1.24e+03  1.07e-04  2.69e+03 -1.09e+09  8.09e-05  3.03e+03 
 77500| 1.24e+03  1.07e-04  2.71e+03 -1.09e+09  8.09e-05  3.04e+03 
 77750| 1.23e+03  1.06e-04  2.68e+03 -1.09e+09  8.09e-05  3.05e+03 
 78000| 1.23e+03  1.07e-04  2.69e+03 -1.09e+09  8.09e-05  3.05e+03 
 78250| 1.23e+03  1.06e-04  2.67e+03 -1.08e+09  8.09e-05  3.06e+03 
 78500| 1.23e+03  1.05e-04  2.67e+03 -1.08e+09  8.09e-05  3.07e+03 
 78750| 1.23e+03  1.05e-04  2.66e+03 -1.08e+09  8.09e-05  3.07e+03 
 79000| 1.23e+03  1.05e-04  2.65e+03 -1.08e+09  8.09e-05  3.08e+03 
 79250| 6.79e+04  7.28e+00  6.67e+04 -1.03e+09  8.09e-05  3.09e+03 
 79500| 1.22e+03  1.04e-04  2.63e+03 -1.08e+09  8.09e-05  3.09e+03 
 79750| 1.22e+03  1.04e-04  2.62e+03 -1.08e+09  8.09e-05  3.10e+03 
 80000| 1.22e+03  1.04e-04  2.63e+03 -1.08e+09  8.09e-05  3.11e+03 
 80250| 1.22e+03  1.04e-04  2.62e+03 -1.08e+09  8.09e-05  3.11e+03 
 80500| 1.22e+03  1.04e-04  2.62e+03 -1.08e+09  8.09e-05  3.12e+03 
 80750| 1.22e+03  1.03e-04  2.61e+03 -1.08e+09  8.09e-05  3.13e+03 
 81000| 1.21e+03  1.03e-04  2.59e+03 -1.08e+09  8.09e-05  3.13e+03 
 81250| 1.21e+03  1.02e-04  2.58e+03 -1.08e+09  8.09e-05  3.14e+03 
 81500| 1.21e+03  1.03e-04  2.58e+03 -1.08e+09  8.09e-05  3.15e+03 
 81750| 1.21e+03  1.02e-04  2.56e+03 -1.08e+09  8.09e-05  3.15e+03 
 82000| 5.26e+05  6.02e+01  4.90e+04 -9.96e+08  8.09e-05  3.16e+03 
 82250| 1.21e+03  1.02e-04  2.55e+03 -1.08e+09  8.09e-05  3.17e+03 
 82500| 1.20e+03  1.01e-04  2.56e+03 -1.07e+09  8.09e-05  3.18e+03 
 82750| 1.20e+03  1.01e-04  2.54e+03 -1.07e+09  8.09e-05  3.18e+03 
 83000| 1.20e+03  1.01e-04  2.54e+03 -1.07e+09  8.09e-05  3.19e+03 
 83250| 1.20e+03  1.01e-04  2.53e+03 -1.07e+09  8.09e-05  3.20e+03 
 83500| 1.20e+03  1.00e-04  2.52e+03 -1.07e+09  8.09e-05  3.20e+03 
 83750| 1.20e+03  1.00e-04  2.52e+03 -1.07e+09  8.09e-05  3.21e+03 
 84000| 1.20e+03  9.93e-05  2.49e+03 -1.07e+09  8.09e-05  3.22e+03 
 84250| 1.19e+03  9.91e-05  2.50e+03 -1.07e+09  8.09e-05  3.22e+03 
 84500| 1.19e+03  9.90e-05  2.49e+03 -1.07e+09  8.09e-05  3.23e+03 
 84750| 4.87e+04  5.34e+00  1.11e+05 -1.12e+09  8.09e-05  3.24e+03 
 85000| 1.19e+03  9.84e-05  2.47e+03 -1.07e+09  8.09e-05  3.24e+03 
 85250| 1.19e+03  9.79e-05  2.45e+03 -1.07e+09  8.09e-05  3.25e+03 
 85500| 1.19e+03  9.80e-05  2.45e+03 -1.07e+09  8.09e-05  3.26e+03 
 85750| 1.18e+03  9.77e-05  2.44e+03 -1.07e+09  8.09e-05  3.26e+03 
 86000| 1.18e+03  9.76e-05  2.45e+03 -1.07e+09  8.09e-05  3.27e+03 
 86250| 1.18e+03  9.74e-05  2.46e+03 -1.07e+09  8.09e-05  3.28e+03 
 86500| 1.18e+03  9.70e-05  2.44e+03 -1.07e+09  8.09e-05  3.28e+03 
 86750| 1.18e+03  9.69e-05  2.42e+03 -1.07e+09  8.09e-05  3.29e+03 
 87000| 1.18e+03  9.63e-05  2.40e+03 -1.06e+09  8.09e-05  3.30e+03 
 87250| 1.18e+03  9.64e-05  2.42e+03 -1.06e+09  8.09e-05  3.30e+03 
 87500| 8.67e+06  9.92e+02  3.84e+04 -1.32e+09  8.09e-05  3.31e+03 
 87750| 1.17e+03  9.51e-05  2.39e+03 -1.06e+09  8.09e-05  3.32e+03 
 88000| 1.17e+03  9.55e-05  2.39e+03 -1.06e+09  8.09e-05  3.32e+03 
 88250| 1.17e+03  9.54e-05  2.38e+03 -1.06e+09  8.09e-05  3.33e+03 
 88500| 1.17e+03  9.49e-05  2.38e+03 -1.06e+09  8.09e-05  3.34e+03 
 88750| 1.17e+03  9.36e-05  2.35e+03 -1.06e+09  8.09e-05  3.34e+03 
 89000| 1.17e+03  9.41e-05  2.35e+03 -1.06e+09  8.09e-05  3.35e+03 
 89250| 1.16e+03  9.42e-05  2.35e+03 -1.06e+09  8.09e-05  3.36e+03 
 89500| 1.16e+03  9.35e-05  2.35e+03 -1.06e+09  8.09e-05  3.36e+03 
 89750| 1.16e+03  9.32e-05  2.33e+03 -1.06e+09  8.09e-05  3.37e+03 
 90000| 1.16e+03  9.31e-05  2.33e+03 -1.06e+09  8.09e-05  3.38e+03 
 90250| 6.09e+06  6.96e+02  3.85e+04 -1.29e+09  8.09e-05  3.38e+03 
 90500| 1.16e+03  9.32e-05  2.34e+03 -1.06e+09  8.09e-05  3.39e+03 
 90750| 1.16e+03  9.26e-05  2.31e+03 -1.06e+09  8.09e-05  3.40e+03 
 91000| 1.15e+03  9.23e-05  2.30e+03 -1.06e+09  8.09e-05  3.40e+03 
 91250| 1.15e+03  9.21e-05  2.31e+03 -1.06e+09  8.09e-05  3.41e+03 
 91500| 1.15e+03  9.17e-05  2.31e+03 -1.05e+09  8.09e-05  3.42e+03 
 91750| 1.15e+03  9.15e-05  2.28e+03 -1.05e+09  8.09e-05  3.42e+03 
 92000| 1.15e+03  9.19e-05  2.29e+03 -1.05e+09  8.09e-05  3.43e+03 
 92250| 1.15e+03  9.13e-05  2.28e+03 -1.05e+09  8.09e-05  3.44e+03 
 92500| 1.15e+03  9.08e-05  2.27e+03 -1.05e+09  8.09e-05  3.44e+03 
 92750| 1.14e+03  9.08e-05  2.27e+03 -1.05e+09  8.09e-05  3.45e+03 
 93000| 2.12e+06  2.43e+02  2.02e+05 -1.22e+09  8.09e-05  3.46e+03 
 93250| 1.14e+03  9.09e-05  2.27e+03 -1.05e+09  8.09e-05  3.46e+03 
 93500| 1.14e+03  8.93e-05  2.23e+03 -1.05e+09  8.09e-05  3.47e+03 
 93750| 1.14e+03  8.99e-05  2.23e+03 -1.05e+09  8.09e-05  3.48e+03 
 94000| 1.14e+03  8.97e-05  2.23e+03 -1.05e+09  8.09e-05  3.48e+03 
 94250| 1.14e+03  8.95e-05  2.23e+03 -1.05e+09  8.09e-05  3.49e+03 
 94500| 1.13e+03  8.91e-05  2.22e+03 -1.05e+09  8.09e-05  3.50e+03 
 94750| 1.13e+03  8.86e-05  2.21e+03 -1.05e+09  8.09e-05  3.51e+03 
 95000| 1.13e+03  8.84e-05  2.21e+03 -1.05e+09  8.09e-05  3.51e+03 
 95250| 1.13e+03  8.83e-05  2.21e+03 -1.05e+09  8.09e-05  3.52e+03 
 95500| 1.13e+03  8.84e-05  2.19e+03 -1.05e+09  8.09e-05  3.53e+03 
 95750| 1.90e+07  1.59e+03  5.25e+04 -7.57e+08  8.09e-05  3.53e+03 
 96000| 1.13e+03  8.79e-05  2.20e+03 -1.05e+09  8.09e-05  3.54e+03 
 96250| 1.12e+03  8.71e-05  2.18e+03 -1.04e+09  8.09e-05  3.55e+03 
 96500| 1.12e+03  8.73e-05  2.18e+03 -1.04e+09  8.09e-05  3.55e+03 
 96750| 1.12e+03  8.72e-05  2.17e+03 -1.04e+09  8.09e-05  3.56e+03 
 97000| 1.12e+03  8.63e-05  2.16e+03 -1.04e+09  8.09e-05  3.56e+03 
 97250| 1.12e+03  8.62e-05  2.15e+03 -1.04e+09  8.09e-05  3.57e+03 
 97500| 1.12e+03  8.60e-05  2.14e+03 -1.04e+09  8.09e-05  3.58e+03 
 97750| 1.12e+03  8.63e-05  2.15e+03 -1.04e+09  8.09e-05  3.58e+03 
 98000| 1.12e+03  8.56e-05  2.13e+03 -1.04e+09  8.09e-05  3.59e+03 
 98250| 1.11e+03  8.55e-05  2.13e+03 -1.04e+09  8.09e-05  3.59e+03 
 98500| 6.17e+07  5.01e+03  4.87e+04 -5.81e+08  8.09e-05  3.60e+03 
 98750| 1.11e+03  8.49e-05  2.12e+03 -1.04e+09  8.09e-05  3.61e+03 
 99000| 1.11e+03  8.46e-05  2.11e+03 -1.04e+09  8.09e-05  3.61e+03 
 99250| 1.11e+03  8.50e-05  2.10e+03 -1.04e+09  8.09e-05  3.62e+03 
 99500| 1.11e+03  8.46e-05  2.10e+03 -1.04e+09  8.09e-05  3.62e+03 
 99750| 1.11e+03  8.43e-05  2.08e+03 -1.04e+09  8.09e-05  3.63e+03 
100000| 1.10e+03  8.46e-05  2.10e+03 -1.04e+09  8.09e-05  3.64e+03 
------------------------------------------------------------------
status:  solved (inaccurate - reached max_iters)
timings: total: 3.64e+03s = setup: 2.23e-01s + solve: 3.64e+03s
	 lin-sys: 3.35e+02s, cones: 3.15e+03s, accel: 2.42e+01s
------------------------------------------------------------------
objective = -1037507518.413618 (inaccurate)
------------------------------------------------------------------
-------------------------------------------------------------------------------
                                    Summary                                    
-------------------------------------------------------------------------------
(CVXPY) Jan 13 01:59:40 PM: Problem status: optimal_inaccurate
(CVXPY) Jan 13 01:59:40 PM: Optimal value: 1.038e+09
(CVXPY) Jan 13 01:59:40 PM: Compilation took 6.286e+01 seconds
(CVXPY) Jan 13 01:59:40 PM: Solver (including time spent in interface) took 3.638e+03 seconds
/home/glebka/.local/lib/python3.10/site-packages/cvxpy/problems/problem.py:1403: UserWarning: Solution may be inaccurate. Try another solver, adjusting the solver settings, or solve with verbose=True for more information.
  warnings.warn(

